GCF_000005845.2_ASM584v2	GCF/000/005/845/GCF_000005845.2_ASM584v2	eco	GCF/000/005/845	Escherichia coli K-12 MG1655
GCA_000009885.1_ASM988v1	GCA/000/009/885/GCA_000009885.1_ASM988v1	kpu	GCA/000/009/885	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 (serotype K1)
GCF_000240185.1_ASM24018v2	GCF/000/240/185/GCF_000240185.1_ASM24018v2	kpm	GCF/000/240/185	Klebsiella pneumoniae subsp. pneumoniae HS11286
GCA_000294365.1_ASM29436v1	GCA/000/294/365/GCA_000294365.1_ASM29436v1	kpp	GCA/000/294/365	Klebsiella pneumoniae subsp. pneumoniae 1084
GCA_000714675.1_ASM71467v1	GCA/000/714/675/GCA_000714675.1_ASM71467v1	kph	GCA/000/714/675	Klebsiella pneumoniae subsp. pneumoniae KPNIH24
GCA_000695935.1_ASM69593v1	GCA/000/695/935/GCA_000695935.1_ASM69593v1	kpz	GCA/000/695/935	Klebsiella pneumoniae subsp. pneumoniae KPNIH27
GCA_000784945.1_ASM78494v1	GCA/000/784/945/GCA_000784945.1_ASM78494v1	kpv	GCA/000/784/945	Klebsiella pneumoniae subsp. pneumoniae KPNIH29
GCA_000784985.1_ASM78498v1	GCA/000/784/985/GCA_000784985.1_ASM78498v1	kpw	GCA/000/784/985	Klebsiella pneumoniae subsp. pneumoniae KPNIH30
GCA_000785005.1_ASM78500v1	GCA/000/785/005/GCA_000785005.1_ASM78500v1	kpy	GCA/000/785/005	Klebsiella pneumoniae subsp. pneumoniae KPNIH31
GCA_000775395.1_ASM77539v1	GCA/000/775/395/GCA_000775395.1_ASM77539v1	kpg	GCA/000/775/395	Klebsiella pneumoniae subsp. pneumoniae KPNIH32
GCA_000281435.2_ASM28143v2	GCA/000/281/435/GCA_000281435.2_ASM28143v2	kpc	GCA/000/281/435	Klebsiella pneumoniae subsp. pneumoniae KPNIH10
GCA_000717515.1_ASM71751v1	GCA/000/717/515/GCA_000717515.1_ASM71751v1	kpq	GCA/000/717/515	Klebsiella pneumoniae subsp. pneumoniae KPR0928
GCA_000742755.1_ASM74275v1	GCA/000/742/755/GCA_000742755.1_ASM74275v1	kpt	GCA/000/742/755	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1
GCA_000019565.1_ASM1956v1	GCA/000/019/565/GCA_000019565.1_ASM1956v1	kpe	GCA/000/019/565	Klebsiella pneumoniae 342
GCA_000220485.1_ASM22048v1	GCA/000/220/485/GCA_000220485.1_ASM22048v1	kpo	GCA/000/220/485	Klebsiella pneumoniae KCTC 2242
GCA_000967845.1_ASM96784v1	GCA/000/967/845/GCA_000967845.1_ASM96784v1	kpr	GCA/000/967/845	Klebsiella pneumoniae subsp. rhinoscleromatis SB3432
GCA_000445405.1_ASM44540v1	GCA/000/445/405/GCA_000445405.1_ASM44540v1	kpj	GCA/000/445/405	Klebsiella pneumoniae JM45
GCA_000474015.1_ASM47401v1	GCA/000/474/015/GCA_000474015.1_ASM47401v1	kpi	GCA/000/474/015	Klebsiella pneumoniae CG43
GCA_000598005.1_ASM59800v1	GCA/000/598/005/GCA_000598005.1_ASM59800v1	kpa	GCA/000/598/005	Klebsiella pneumoniae 30660/NJST258_1
GCA_000597905.1_ASM59790v1	GCA/000/597/905/GCA_000597905.1_ASM59790v1	kps	GCA/000/597/905	Klebsiella pneumoniae 30684/NJST258_2
GCA_000764615.1_ASM76461v1	GCA/000/764/615/GCA_000764615.1_ASM76461v1	kpx	GCA/000/764/615	Klebsiella pneumoniae PMK1
GCA_000739495.1_ASM73949v1	GCA/000/739/495/GCA_000739495.1_ASM73949v1	kpb	GCA/000/739/495	Klebsiella pneumoniae blaNDM-1
GCA_000807395.3_ASM80739v3	GCA/000/807/395/GCA_000807395.3_ASM80739v3	kpne	GCA/000/807/395	Klebsiella pneumoniae 32192
GCA_000814305.1_ASM81430v1	GCA/000/814/305/GCA_000814305.1_ASM81430v1	kpnu	GCA/000/814/305	Klebsiella pneumoniae 34618
GCA_000968155.1_ASM96815v1	GCA/000/968/155/GCA_000968155.1_ASM96815v1	kpnk	GCA/000/968/155	Klebsiella pneumoniae Kp52.145
GCA_000025465.1_ASM2546v1	GCA/000/025/465/GCA_000025465.1_ASM2546v1	kva	GCA/000/025/465	Klebsiella variicola At-22
GCA_000714635.1_ASM71463v1	GCA/000/714/635/GCA_000714635.1_ASM71463v1	kpk	GCA/000/714/635	Klebsiella variicola KP5-1
GCA_000812205.2_ASM81220v2	GCA/000/812/205/GCA_000812205.2_ASM81220v2	kvd	GCA/000/812/205	Klebsiella variicola DX120E
GCA_000828055.2_ASM82805v2	GCA/000/828/055/GCA_000828055.2_ASM82805v2	kvq	GCA/000/828/055	Klebsiella variicola DSM 15968
GCA_000240325.1_ASM24032v1	GCA/000/240/325/GCA_000240325.1_ASM24032v1	kox	GCA/000/240/325	Klebsiella michiganensis KCTC 1686
GCA_000276705.2_ASM27670v2	GCA/000/276/705/GCA_000276705.2_ASM27670v2	koe	GCA/000/276/705	Klebsiella michiganensis E718
GCA_000632415.1_ASM63241v1	GCA/000/632/415/GCA_000632415.1_ASM63241v1	koy	GCA/000/632/415	Klebsiella michiganensis HKOPL1
GCA_000724525.1_ASM72452v1	GCA/000/724/525/GCA_000724525.1_ASM72452v1	kom	GCA/000/724/525	Klebsiella michiganensis M1
GCA_000963575.1_ASM96357v1	GCA/000/963/575/GCA_000963575.1_ASM96357v1	kmi	GCA/000/963/575	Klebsiella michiganensis RC10
GCA_000714655.1_ASM71465v1	GCA/000/714/655/GCA_000714655.1_ASM71465v1	kok	GCA/000/714/655	Klebsiella oxytoca KONIH1
GCA_001022195.1_ASM102219v1	GCA/001/022/195/GCA_001022195.1_ASM102219v1	koc	GCA/001/022/195	Klebsiella oxytoca CAV1374
GCA_001596075.2_ASM159607v2	GCA/001/596/075/GCA_001596075.2_ASM159607v2	kqu	GCA/001/596/075	Klebsiella quasipneumoniae
GCF_000215745.1_ASM21574v1	GCF/000/215/745/GCF_000215745.1_ASM21574v1	eae	GCF/000/215/745	Klebsiella aerogenes KCTC 2190
GCA_000334515.1_ASM33451v1	GCA/000/334/515/GCA_000334515.1_ASM33451v1	ear	GCA/000/334/515	Klebsiella aerogenes EA1509E
GCA_002269255.1_ASM226925v1	GCA/002/269/255/GCA_002269255.1_ASM226925v1	kqv	GCA/002/269/255	Klebsiella quasivariicola
GCA_000018045.1_ASM1804v1	GCA/000/018/045/GCA_000018045.1_ASM1804v1	cko	GCA/000/018/045	Citrobacter koseri
GCA_000027085.1_ASM2708v1	GCA/000/027/085/GCA_000027085.1_ASM2708v1	cro	GCA/000/027/085	Citrobacter rodentium
GCA_000648515.1_ASM64851v1	GCA/000/648/515/GCA_000648515.1_ASM64851v1	cfd	GCA/000/648/515	Citrobacter freundii
GCA_002073755.2_ASM207375v2	GCA/002/073/755/GCA_002073755.2_ASM207375v2	cbra	GCA/002/073/755	Citrobacter braakii
GCA_002386385.1_ASM238638v1	GCA/002/386/385/GCA_002386385.1_ASM238638v1	cwe	GCA/002/386/385	Citrobacter werkmanii
GCA_003255895.1_ASM325589v1	GCA/003/255/895/GCA_003255895.1_ASM325589v1	cyo	GCA/003/255/895	Citrobacter youngae
GCA_000981805.1_ASM98180v1	GCA/000/981/805/GCA_000981805.1_ASM98180v1	cama	GCA/000/981/805	Citrobacter amalonaticus Y19
GCA_001558935.2_ASM155893v2	GCA/001/558/935/GCA_001558935.2_ASM155893v2	caf	GCA/001/558/935	Citrobacter amalonaticus FDAARGOS_165
GCA_001559235.2_ASM155923v2	GCA/001/559/235/GCA_001559235.2_ASM155923v2	cif	GCA/001/559/235	Citrobacter sp. FDAARGOS_156
GCA_002249995.1_ASM224999v1	GCA/002/249/995/GCA_002249995.1_ASM224999v1	cfar	GCA/002/249/995	Citrobacter farmeri
GCA_002934585.1_ASM293458v1	GCA/002/934/585/GCA_002934585.1_ASM293458v1	cir	GCA/002/934/585	Citrobacter sp. CFNIH10
GCA_003204265.1_ASM320426v1	GCA/003/204/265/GCA_003204265.1_ASM320426v1	cie	GCA/003/204/265	Citrobacter sp. CRE-46
GCA_002291425.1_ASM229142v1	GCA/002/291/425/GCA_002291425.1_ASM229142v1	gqu	GCA/002/291/425	Gibbsiella quercinecans
GCA_000043285.1_ASM4328v1	GCA/000/043/285/GCA_000043285.1_ASM4328v1	bfl	GCA/000/043/285	Candidatus Blochmannia floridanus (Camponotus floridanus)
GCA_000011745.1_ASM1174v1	GCA/000/011/745/GCA_000011745.1_ASM1174v1	bpn	GCA/000/011/745	Candidatus Blochmannia pennsylvanicus (Camponotus pennsylvanicus)
GCA_000185985.2_ASM18598v2	GCA/000/185/985/GCA_000185985.2_ASM18598v2	bva	GCA/000/185/985	Candidatus Blochmannia vafer (Camponotus vafer)
GCA_000331065.1_ASM33106v1	GCA/000/331/065/GCA_000331065.1_ASM33106v1	bchr	GCA/000/331/065	Candidatus Blochmannia chromaiodes (Camponotus chromaiodes)
GCA_000973545.1_ASM97354v1	GCA/000/973/545/GCA_000973545.1_ASM97354v1	ben	GCA/000/973/545	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757
GCA_000973505.1_ASM97350v1	GCA/000/973/505/GCA_000973505.1_ASM97350v1	bed	GCA/000/973/505	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675
GCA_000021705.1_ASM2170v1	GCA/000/021/705/GCA_000021705.1_ASM2170v1	hde	GCA/000/021/705	Candidatus Hamiltonella defensa (Acyrthosiphon pisum)
GCA_000287335.1_ASM28733v1	GCA/000/287/335/GCA_000287335.1_ASM28733v1	sect	GCA/000/287/335	Secondary endosymbiont of Ctenarytaina eucalypti
GCA_000287355.1_ASM28735v1	GCA/000/287/355/GCA_000287355.1_ASM28735v1	sehc	GCA/000/287/355	Secondary endosymbiont of Heteropsylla cubana
GCA_900090215.1_TRABTM	GCA/900/090/215/GCA_900090215.1_TRABTM	senm	GCA/900/090/215	Secondary endosymbiont of Trabutina mannipara
GCA_000093065.1_ASM9306v1	GCA/000/093/065/GCA_000093065.1_ASM9306v1	rip	GCA/000/093/065	Candidatus Riesia pediculicola
GCA_002074035.1_ASM207403v1	GCA/002/074/035/GCA_002074035.1_ASM207403v1	rig	GCA/002/074/035	Candidatus Riesia sp. GBBU
GCA_000219175.1_ASM21917v1	GCA/000/219/175/GCA_000219175.1_ASM21917v1	men	GCA/000/219/175	Candidatus Moranella endobia PCIT
GCA_000364725.1_ASM36472v1	GCA/000/364/725/GCA_000364725.1_ASM36472v1	meo	GCA/000/364/725	Candidatus Moranella endobia PCVAL
GCA_000262305.1_ASM26230v1	GCA/000/262/305/GCA_000262305.1_ASM26230v1	ebt	GCA/000/262/305	Shimwellia blattae
GCA_000367425.1_ASM36742v1	GCA/000/367/425/GCA_000367425.1_ASM36742v1	ror	GCA/000/367/425	Raoultella ornithinolytica B6
GCA_000829965.1_ASM82996v1	GCA/000/829/965/GCA_000829965.1_ASM82996v1	ron	GCA/000/829/965	Raoultella ornithinolytica S12
GCA_002906195.1_ASM290619v1	GCA/002/906/195/GCA_002906195.1_ASM290619v1	rpln	GCA/002/906/195	Raoultella planticola
GCA_003323835.1_ASM332383v1	GCA/003/323/835/GCA_003323835.1_ASM332383v1	rao	GCA/003/323/835	Raoultella sp. X13
GCA_000757825.1_ASM75782v1	GCA/000/757/825/GCA_000757825.1_ASM75782v1	cnt	GCA/000/757/825	Cedecea neteri SSMD04
GCA_000758305.1_ASM75830v1	GCA/000/758/305/GCA_000758305.1_ASM75830v1	cem	GCA/000/758/305	Cedecea neteri
GCA_000758325.1_ASM75832v1	GCA/000/758/325/GCA_000758325.1_ASM75832v1	cen	GCA/000/758/325	Cedecea neteri
GCA_000757785.1_ASM75778v1	GCA/000/757/785/GCA_000757785.1_ASM75778v1	pge	GCA/000/757/785	Pluralibacter gergoviae
GCA_000164865.1_ASM16486v1	GCA/000/164/865/GCA_000164865.1_ASM16486v1	esc	GCA/000/164/865	Enterobacter lignolyticus SCF1
GCA_001461805.1_ASM146180v1	GCA/001/461/805/GCA_001461805.1_ASM146180v1	kle	GCA/001/461/805	Enterobacter lignolyticus G5
GCA_000300455.4_ASM30045v4	GCA/000/300/455/GCA_000300455.4_ASM30045v4	ksa	GCA/000/300/455	Kosakonia sacchari
GCA_001658025.1_ASM165802v1	GCA/001/658/025/GCA_001658025.1_ASM165802v1	kor	GCA/001/658/025	Kosakonia oryzae
GCA_001887675.1_ASM188767v1	GCA/001/887/675/GCA_001887675.1_ASM188767v1	krd	GCA/001/887/675	Kosakonia radicincitans
GCA_001975225.1_ASM197522v1	GCA/001/975/225/GCA_001975225.1_ASM197522v1	kco	GCA/001/975/225	Kosakonia cowanii
GCA_002211745.1_ASM221174v1	GCA/002/211/745/GCA_002211745.1_ASM221174v1	kgo	GCA/002/211/745	Kluyvera georgiana
GCA_000828515.1_ASM82851v1	GCA/000/828/515/GCA_000828515.1_ASM82851v1	icp	GCA/000/828/515	Candidatus Ishikawaella capsulata
GCA_001518835.1_ASM151883v1	GCA/001/518/835/GCA_001518835.1_ASM151883v1	lax	GCA/001/518/835	Leclercia adecarboxylata
GCA_002902985.1_ASM290298v1	GCA/002/902/985/GCA_002902985.1_ASM290298v1	lei	GCA/002/902/985	Leclercia sp. LSNIH1
GCA_002935105.1_ASM293510v1	GCA/002/935/105/GCA_002935105.1_ASM293510v1	leh	GCA/002/935/105	Leclercia sp. LSNIH3
GCA_001652505.2_ASM165250v2	GCA/001/652/505/GCA_001652505.2_ASM165250v2	laz	GCA/001/652/505	Lelliottia amnigena
GCA_002271215.1_ASM227121v1	GCA/002/271/215/GCA_002271215.1_ASM227121v1	lef	GCA/002/271/215	Lelliottia jeotgali
GCA_002952735.1_ASM295273v1	GCA/002/952/735/GCA_002952735.1_ASM295273v1	lni	GCA/002/952/735	Lelliottia nimipressuralis
GCA_003051885.1_ASM305188v1	GCA/003/051/885/GCA_003051885.1_ASM305188v1	lew	GCA/003/051/885	Lelliottia sp. WB101
GCA_003096015.2_ASM309601v2	GCA/003/096/015/GCA_003096015.2_ASM309601v2	lpv	GCA/003/096/015	Limnobaculum parvum
GCA_003675305.1_ASM367530v1	GCA/003/675/305/GCA_003675305.1_ASM367530v1	buf	GCA/003/675/305	Buttiauxella sp. 3AFRM03
GCA_000828815.1_ASM82881v1	GCA/000/828/815/GCA_000828815.1_ASM82881v1	sbw	GCA/000/828/815	Candidatus Tachikawaea gelatinosa
GCA_900039485.1_DEMHIR	GCA/900/039/485/GCA_900039485.1_DEMHIR	den	GCA/900/039/485	Candidatus Doolittlea endobia
GCA_900044015.1_HETPER1	GCA/900/044/015/GCA_900044015.1_HETPER1	hed	GCA/900/044/015	Candidatus Hoaglandella endobia
GCA_900048035.1_GEFVIR	GCA/900/048/035/GCA_900048035.1_GEFVIR	ged	GCA/900/048/035	Candidatus Gullanella endobia
GCA_900048045.1_MEPMAR	GCA/900/048/045/GCA_900048045.1_MEPMAR	cmik	GCA/900/048/045	Candidatus Mikella endobia
GCA_003391335.1_ASM339133v1	GCA/003/391/335/GCA_003391335.1_ASM339133v1	ppet	GCA/003/391/335	Candidatus Purcelliella pentastirinorum
GCA_000330845.1_ASM33084v1	GCA/000/330/845/GCA_000330845.1_ASM33084v1	ebf	GCA/000/330/845	Enterobacteriaceae bacterium FGI 57
GCA_002903045.1_ASM290304v1	GCA/002/903/045/GCA_002903045.1_ASM290304v1	ebc	GCA/002/903/045	Enterobacteriaceae bacterium ENNIH2
GCA_000180175.2_ASM18017v2	GCA/000/180/175/GCA_000180175.2_ASM18017v2	psts	GCA/000/180/175	Plautia stali symbiont
GCF_000009065.1_ASM906v1	GCF/000/009/065/GCF_000009065.1_ASM906v1	ype	GCF/000/009/065	Yersinia pestis CO92 (biovar Orientalis)
GCA_000006645.1_ASM664v1	GCA/000/006/645/GCA_000006645.1_ASM664v1	ypk	GCA/000/006/645	Yersinia pestis KIM10+ (biovar Mediaevalis)
GCA_000186725.1_ASM18672v1	GCA/000/186/725/GCA_000186725.1_ASM18672v1	yph	GCA/000/186/725	Yersinia pestis Harbin 35 (biovar Medievalis)
GCA_000013825.1_ASM1382v1	GCA/000/013/825/GCA_000013825.1_ASM1382v1	ypa	GCA/000/013/825	Yersinia pestis Antiqua (biovar Antiqua)
GCA_000013805.1_ASM1380v1	GCA/000/013/805/GCA_000013805.1_ASM1380v1	ypn	GCA/000/013/805	Yersinia pestis Nepal516 (biovar Antiqua)
GCA_000007885.1_ASM788v1	GCA/000/007/885/GCA_000007885.1_ASM788v1	ypm	GCA/000/007/885	Yersinia pestis 91001 (biovar Microtus)
GCA_000016445.1_ASM1644v1	GCA/000/016/445/GCA_000016445.1_ASM1644v1	ypp	GCA/000/016/445	Yersinia pestis Pestoides F (biovar Antiqua)
GCA_000018805.1_ASM1880v1	GCA/000/018/805/GCA_000018805.1_ASM1880v1	ypg	GCA/000/018/805	Yersinia pestis Angola
GCA_000022845.1_ASM2284v1	GCA/000/022/845/GCA_000022845.1_ASM2284v1	ypz	GCA/000/022/845	Yersinia pestis Z176003
GCA_000222975.1_ASM22297v1	GCA/000/222/975/GCA_000222975.1_ASM22297v1	ypt	GCA/000/222/975	Yersinia pestis A1122
GCA_000022805.1_ASM2280v1	GCA/000/022/805/GCA_000022805.1_ASM2280v1	ypd	GCA/000/022/805	Yersinia pestis D106004
GCA_000022825.1_ASM2282v1	GCA/000/022/825/GCA_000022825.1_ASM2282v1	ypx	GCA/000/022/825	Yersinia pestis D182038
GCA_000834235.1_ASM83423v1	GCA/000/834/235/GCA_000834235.1_ASM83423v1	ypw	GCA/000/834/235	Yersinia pestis PBM19
GCA_000834275.1_ASM83427v1	GCA/000/834/275/GCA_000834275.1_ASM83427v1	ypj	GCA/000/834/275	Yersinia pestis Harbin35
GCA_000834335.1_ASM83433v1	GCA/000/834/335/GCA_000834335.1_ASM83433v1	ypv	GCA/000/834/335	Yersinia pestis Shasta
GCA_000834495.1_ASM83449v1	GCA/000/834/495/GCA_000834495.1_ASM83449v1	ypl	GCA/000/834/495	Yersinia pestis El Dorado
GCA_000047365.1_ASM4736v1	GCA/000/047/365/GCA_000047365.1_ASM4736v1	yps	GCA/000/047/365	Yersinia pseudotuberculosis IP 32953 (serotype I)
GCA_000834295.1_ASM83429v1	GCA/000/834/295/GCA_000834295.1_ASM83429v1	ypo	GCA/000/834/295	Yersinia pseudotuberculosis IP 32953 (serotype 1)
GCA_000016945.1_ASM1694v1	GCA/000/016/945/GCA_000016945.1_ASM1694v1	ypi	GCA/000/016/945	Yersinia pseudotuberculosis IP 31758 (serotype O:1b)
GCA_000019465.1_ASM1946v1	GCA/000/019/465/GCA_000019465.1_ASM1946v1	ypy	GCA/000/019/465	Yersinia pseudotuberculosis YPIII (serotype O:3)
GCA_000020085.1_ASM2008v1	GCA/000/020/085/GCA_000020085.1_ASM2008v1	ypb	GCA/000/020/085	Yersinia pseudotuberculosis PB1/+ (serotype 1B)
GCA_000750315.1_ASM75031v1	GCA/000/750/315/GCA_000750315.1_ASM75031v1	ypq	GCA/000/750/315	Yersinia pseudotuberculosis ATCC 6904
GCA_000834355.1_ASM83435v1	GCA/000/834/355/GCA_000834355.1_ASM83435v1	ypu	GCA/000/834/355	Yersinia pseudotuberculosis MD67
GCA_000834415.1_ASM83441v1	GCA/000/834/415/GCA_000834415.1_ASM83441v1	ypr	GCA/000/834/415	Yersinia pseudotuberculosis EP2/+
GCA_000834435.1_ASM83443v1	GCA/000/834/435/GCA_000834435.1_ASM83443v1	ypc	GCA/000/834/435	Yersinia pseudotuberculosis 1
GCA_000834945.1_ASM83494v1	GCA/000/834/945/GCA_000834945.1_ASM83494v1	ypf	GCA/000/834/945	Yersinia pseudotuberculosis PA3606
GCF_000009345.1_ASM934v1	GCF/000/009/345/GCF_000009345.1_ASM934v1	yen	GCF/000/009/345	Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8)
GCA_000192105.1_ASM19210v1	GCA/000/192/105/GCA_000192105.1_ASM19210v1	yep	GCA/000/192/105	Yersinia enterocolitica subsp. palearctica 105.5R(r) (serotype:O:9)
GCA_000253175.1_ASM25317v1	GCA/000/253/175/GCA_000253175.1_ASM25317v1	yey	GCA/000/253/175	Yersinia enterocolitica subsp. palearctica Y11 (serotype:0:3)
GCA_000597945.2_ASM59794v2	GCA/000/597/945/GCA_000597945.2_ASM59794v2	yel	GCA/000/597/945	Yersinia enterocolitica LC20
GCA_000834195.1_ASM83419v1	GCA/000/834/195/GCA_000834195.1_ASM83419v1	yew	GCA/000/834/195	Yersinia enterocolitica WA
GCA_000834735.1_ASM83473v1	GCA/000/834/735/GCA_000834735.1_ASM83473v1	yet	GCA/000/834/735	Yersinia enterocolitica 2516-87
GCA_000987925.1_ASM98792v1	GCA/000/987/925/GCA_000987925.1_ASM98792v1	yef	GCA/000/987/925	Yersinia enterocolitica FORC_002
GCA_000968115.1_ASM96811v1	GCA/000/968/115/GCA_000968115.1_ASM96811v1	yee	GCA/000/968/115	Yersinia enterocolitica (type O:5) YE53/03
GCA_000582515.1_ASM58251v1	GCA/000/582/515/GCA_000582515.1_ASM58251v1	ysi	GCA/000/582/515	Yersinia similis
GCA_000834395.1_ASM83439v1	GCA/000/834/395/GCA_000834395.1_ASM83439v1	yal	GCA/000/834/395	Yersinia aldovae
GCA_000834215.1_ASM83421v1	GCA/000/834/215/GCA_000834215.1_ASM83421v1	yfr	GCA/000/834/215	Yersinia frederiksenii
GCA_000834515.1_ASM83451v1	GCA/000/834/515/GCA_000834515.1_ASM83451v1	yin	GCA/000/834/515	Yersinia intermedia
GCA_000834865.1_ASM83486v1	GCA/000/834/865/GCA_000834865.1_ASM83486v1	ykr	GCA/000/834/865	Yersinia kristensenii
GCA_000834455.1_ASM83445v1	GCA/000/834/455/GCA_000834455.1_ASM83445v1	yro	GCA/000/834/455	Yersinia rohdei
GCA_000834255.1_ASM83425v1	GCA/000/834/255/GCA_000834255.1_ASM83425v1	yru	GCA/000/834/255	Yersinia ruckeri YRB
GCA_000964565.1_ASM96456v1	GCA/000/964/565/GCA_000964565.1_ASM96456v1	yrb	GCA/000/964/565	Yersinia ruckeri Big Creek 74 (serotype O2)
GCA_001047675.1_ASM104767v1	GCA/001/047/675/GCA_001047675.1_ASM104767v1	yak	GCA/001/047/675	Yersinia aleksiciae
GCA_003048255.1_ASM304825v1	GCA/003/048/255/GCA_003048255.1_ASM304825v1	yma	GCA/003/048/255	Yersinia massiliensis
GCA_000018085.1_ASM1808v1	GCA/000/018/085/GCA_000018085.1_ASM1808v1	spe	GCA/000/018/085	Serratia proteamaculans
GCA_000214235.1_ASM21423v1	GCA/000/214/235/GCA_000214235.1_ASM21423v1	srr	GCA/000/214/235	Serratia plymuthica AS9
GCA_000176835.2_ASM17683v2	GCA/000/176/835/GCA_000176835.2_ASM17683v2	srl	GCA/000/176/835	Serratia plymuthica 4Rx13
GCA_000438825.1_ASM43882v1	GCA/000/438/825/GCA_000438825.1_ASM43882v1	sry	GCA/000/438/825	Serratia plymuthica S13
GCA_000261045.2_ASM26104v2	GCA/000/261/045/GCA_000261045.2_ASM26104v2	sply	GCA/000/261/045	Serratia plymuthica PRI-2C
GCA_000214195.1_ASM21419v1	GCA/000/214/195/GCA_000214195.1_ASM21419v1	srs	GCA/000/214/195	Serratia sp. AS12
GCA_000214805.1_ASM21480v1	GCA/000/214/805/GCA_000214805.1_ASM21480v1	sra	GCA/000/214/805	Serratia sp. AS13
GCA_000238975.1_ASM23897v1	GCA/000/238/975/GCA_000238975.1_ASM23897v1	ssz	GCA/000/238/975	Serratia symbiotica
GCA_000330865.1_ASM33086v1	GCA/000/330/865/GCA_000330865.1_ASM33086v1	smaf	GCA/000/330/865	Serratia sp. FGI94
GCA_000336425.1_ASM33642v1	GCA/000/336/425/GCA_000336425.1_ASM33642v1	smw	GCA/000/336/425	Serratia marcescens WW4
GCA_000828775.1_ASM82877v1	GCA/000/828/775/GCA_000828775.1_ASM82877v1	smar	GCA/000/828/775	Serratia marcescens SM39
GCA_000513215.1_DB11	GCA/000/513/215/GCA_000513215.1_DB11	smac	GCA/000/513/215	Serratia marcescens subsp. marcescens Db11
GCA_000422085.1_ASM42208v1	GCA/000/422/085/GCA_000422085.1_ASM42208v1	slq	GCA/000/422/085	Serratia liquefaciens
GCA_000695995.1_ASM69599v1	GCA/000/695/995/GCA_000695995.1_ASM69599v1	serf	GCA/000/695/995	Serratia sp. FS14
GCA_000747565.1_ASM74756v1	GCA/000/747/565/GCA_000747565.1_ASM74756v1	sers	GCA/000/747/565	Serratia sp. SCBI
GCA_001006005.1_ASM100600v1	GCA/001/006/005/GCA_001006005.1_ASM100600v1	sfw	GCA/001/006/005	Serratia fonticola DSM 4576
GCA_001514455.1_ASM151445v1	GCA/001/514/455/GCA_001514455.1_ASM151445v1	sfg	GCA/001/514/455	Serratia fonticola GS2
GCA_001572725.1_ASM157272v1	GCA/001/572/725/GCA_001572725.1_ASM157272v1	srz	GCA/001/572/725	Serratia rubidaea
GCA_000463345.3_ASM46334v3	GCA/000/463/345/GCA_000463345.3_ASM46334v3	sera	GCA/000/463/345	Serratia sp. ATCC 39006
GCA_002966855.1_ASM296685v1	GCA/002/966/855/GCA_002966855.1_ASM296685v1	serm	GCA/002/966/855	Serratia sp. MYb239
GCA_000520015.2_ASM52001v2	GCA/000/520/015/GCA_000520015.2_ASM52001v2	sfo	GCA/000/520/015	Chania multitudinisentens
GCA_000187705.1_ASM18770v1	GCA/000/187/705/GCA_000187705.1_ASM18770v1	rah	GCA/000/187/705	Rahnella sp. Y9602
GCA_000241955.1_ASM24195v1	GCA/000/241/955/GCA_000241955.1_ASM24195v1	raq	GCA/000/241/955	Rahnella aquatilis CIP 78.65 = ATCC 33071
GCA_000255535.1_ASM25553v1	GCA/000/255/535/GCA_000255535.1_ASM25553v1	raa	GCA/000/255/535	Rahnella aquatilis HX2
GCA_002951615.1_ASM295161v1	GCA/002/951/615/GCA_002951615.1_ASM295161v1	rox	GCA/002/951/615	Rahnella sp. ERMR1:05
GCA_000011605.1_ASM1160v1	GCA/000/011/605/GCA_000011605.1_ASM1160v1	eca	GCA/000/011/605	Pectobacterium atrosepticum SCRI1043
GCA_000696465.1_ASM69646v1	GCA/000/696/465/GCA_000696465.1_ASM69646v1	patr	GCA/000/696/465	Pectobacterium atrosepticum JG10-08
GCA_000740965.1_ASM74096v1	GCA/000/740/965/GCA_000740965.1_ASM74096v1	pato	GCA/000/740/965	Pectobacterium atrosepticum 21A
GCA_000023605.1_ASM2360v1	GCA/000/023/605/GCA_000023605.1_ASM2360v1	pct	GCA/000/023/605	Pectobacterium carotovorum subsp. carotovorum PC1
GCA_000294535.1_ASM29453v1	GCA/000/294/535/GCA_000294535.1_ASM29453v1	pcc	GCA/000/294/535	Pectobacterium carotovorum subsp. carotovorum PCC21
GCA_000769535.1_ASM76953v1	GCA/000/769/535/GCA_000769535.1_ASM76953v1	pcv	GCA/000/769/535	Pectobacterium carotovorum subsp. odoriferum
GCA_000024645.1_ASM2464v1	GCA/000/024/645/GCA_000024645.1_ASM2464v1	pwa	GCA/000/024/645	Pectobacterium parmentieri WPP163
GCA_001742145.1_ASM174214v1	GCA/001/742/145/GCA_001742145.1_ASM174214v1	ppar	GCA/001/742/145	Pectobacterium parmentieri RNS08.42.1A
GCA_000260925.1_ASM26092v1	GCA/000/260/925/GCA_000260925.1_ASM26092v1	pec	GCA/000/260/925	Pectobacterium parmentieri SCC3193
GCA_001742185.1_ASM174218v1	GCA/001/742/185/GCA_001742185.1_ASM174218v1	pws	GCA/001/742/185	Pectobacterium wasabiae
